target,release,variants_searched,available_variables
PUFC39_MONTH,2009-01JAN,"PUFC39_MONTH, PUFC29_MONTH","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, FWGT, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, NEWEMPST, PSU, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFC39_MONTH,2009-04APR,"PUFC39_MONTH, PUFC29_MONTH","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, FWGT, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, NEWEMPST, PSU, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFC39_MONTH,2009-07JUL,"PUFC39_MONTH, PUFC29_MONTH","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, FWGT, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, NEWEMPST, PSU, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFC39_MONTH,2009-10OCT,"PUFC39_MONTH, PUFC29_MONTH","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, FWGT, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, NEWEMPST, PSU, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFC39_MONTH,2010-01JAN,"PUFC39_MONTH, PUFC29_MONTH","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, FWGT, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, NEWEMPST, PSU, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFC39_MONTH,2010-10OCT,"PUFC39_MONTH, PUFC29_MONTH","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, FWGT, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, NEWEMPST, PSU, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFC39_MONTH,2011-01JAN,"PUFC39_MONTH, PUFC29_MONTH","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, FWGT, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, NEWEMPST, PSU, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFC39_MONTH,2011-04APR,"PUFC39_MONTH, PUFC29_MONTH","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, FWGT, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, NEWEMPST, PSU, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFC39_MONTH,2011-07JUL,"PUFC39_MONTH, PUFC29_MONTH","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, FWGT, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, NEWEMPST, PSU, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFC39_MONTH,2011-10OCT,"PUFC39_MONTH, PUFC29_MONTH","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, FWGT, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, NEWEMPST, PSU, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFC39_MONTH,2012-01JAN,"PUFC39_MONTH, PUFC29_MONTH","A02_CURSCH, A03_JOBS, A04_THOURS, A05_RWM48H, A06_LTLOOKW, A07_WILLING, A08_WPQTR, A09_PQKB, C04_LNO, C05_REL, C06_SEX, C07_AGE, C08_MSTAT, C10_CONWR, C13_WORK, C14_JOB, C16_PROCC, C18_PKB, C19_PCLASS, C20_NATEM, C21_PNWHRS, C22_PHOURS, C23_PWMORE, C24_PLADDW, C25_PFWRK, C26_PBASIS, C27_PBASIC, C28_OJOB, C37_AVAIL, C38_LOOKW, C39_JOBSM, C40_WEEKS, C41_FLWRK, C42_WYNOT, C43_LBEF, C45_POCC, CEMPST1, CREG, HHID, HHNUM, J01_USOCC, J02_OTOCC, J03_OKB, J04_OCLASS, J05_OHOURS, J06_OBASIS, J07_OBASIC, J12C09_GRADE, J12C11COURSE, J12C11_GRADTECH, J12INTVW, NEWEMPSTAT, PROV, PSU, PWGT, STRATUM, SVYMO, SVYYR, URB2K1970"
PUFC39_MONTH,2012-04APR,"PUFC39_MONTH, PUFC29_MONTH","A02_CURSCH, A03_JOBS, A04_THOURS, A05_RWM48H, A06_LTLOOKW, A07_WILLING, A08_WPQTR, A09_PQKB, C04_LNO, C05_REL, C06_SEX, C07_AGE, C08_MSTAT, C10_CONWR, C13_WORK, C14_JOB, C16_PROCC, C18_PKB, C19_PCLASS, C20_NATEM, C21_PNWHRS, C22_PHOURS, C23_PWMORE, C24_PLADDW, C25_PFWRK, C26_PBASIS, C27_PBASIC, C28_OJOB, C37_AVAIL, C38_LOOKW, C39_JOBSM, C40_WEEKS, C41_FLWRK, C42_WYNOT, C43_LBEF, C45_POCC, CEMPST1, CREG, HHID, HHNUM, J01_USOCC, J02_OTOCC, J03_OKB, J04_OCLASS, J05_OHOURS, J06_OBASIS, J07_OBASIC, J12C09_GRADE, J12C11COURSE, J12C11_GRADTECH, J12INTVW, NEWEMPSTAT, PROV, PSU, PWGT, STRATUM, SVYMO, SVYYR, URB2K1970"
PUFC39_MONTH,2012-07JUL,"PUFC39_MONTH, PUFC29_MONTH","A02_CURSCH, A03_JOBS, A04_THOURS, A05_RWM48H, A06_LTLOOKW, A07_WILLING, A08_WPQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MSTAT, C10_CONWR, C13_WORK, C14_JOB, C16_PROCC, C18_PKB, C19_PCLASS, C20_NATEM, C21_PNWHRS, C22_PHOURS, C23_PWMORE, C24_PLADDW, C25_PFWRK, C26_PBASIS, C27_PBASIC, C28_OJOB, C37_AVAIL, C38_LOOKW, C39_JOBSM, C40_WEEKS, C41_FLWRK, C42_WYNOT, C43_LBEF, C45_POCC, CC101_LNO, CEMPST1, CREG, HHID, HHNUM, J01_USOCC, J02_OTOCC, J03_OKB, J04_OCLASS, J05_OHOURS, J06_OBASIS, J07_OBASIC, J12C09_GRADE, J12C11COURSE, J12C11_GRADTECH, J12INTVW, NEWEMPSTAT, PROV, PSU, PWGT, STRATUM, SVYMO, SVYYR, URB2K1970"
PUFC39_MONTH,2012-10OCT,"PUFC39_MONTH, PUFC29_MONTH","A02_CURSCH, A03_JOBS, A04_THOURS, A05_RWM48H, A06_LTLOOKW, A07_WILLING, A08_WPQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MSTAT, C10_CONWR, C13_WORK, C14_JOB, C16_PROCC, C18_PKB, C19_PCLASS, C20_NATEM, C21_PNWHRS, C22_PHOURS, C23_PWMORE, C24_PLADDW, C25_PFWRK, C26_PBASIS, C27_PBASIC, C28_OJOB, C37_AVAIL, C38_LOOKW, C39_JOBSM, C40_WEEKS, C41_FLWRK, C42_WYNOT, C43_LBEF, C45_POCC, CC101_LNO, CEMPST1, CREG, HHID, HHNUM, J01_USOCC, J02_OTOCC, J03_OKB, J04_OCLASS, J05_OHOURS, J06_OBASIS, J07_OBASIC, J12C09_GRADE, J12C11COURSE, J12C11_GRADTECH, J12INTVW, NEWEMPSTAT, PROV, PSU, PWGT, STRATUM, SVYMO, SVYYR, URB2K1970"
PUFC39_MONTH,2013-01JAN,"PUFC39_MONTH, PUFC29_MONTH","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, J12C09_GRADE, J12C11COURSE, J12C11_GRADTECH, NEWEMPST, PSU, PWGT, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFC39_MONTH,2013-04APR,"PUFC39_MONTH, PUFC29_MONTH","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, J12C09_GRADE, J12C11COURSE, J12C11_GRADTECH, NEWEMPST, PSU, PWGT, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFC39_MONTH,2013-07JUL,"PUFC39_MONTH, PUFC29_MONTH","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, J12C09_GRADE, J12C11COURSE, J12C11_GRADTECH, NEWEMPST, PSU, PWGT, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFC39_MONTH,2013-10OCT,"PUFC39_MONTH, PUFC29_MONTH","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, J12C09_GRADE, J12C11COURSE, J12C11_GRADTECH, NEWEMPST, PSU, PWGT, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFC39_MONTH,2014-01JAN,"PUFC39_MONTH, PUFC29_MONTH","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, J12C09_GRADE, J12C11COURSE, J12C11_GRADTECH, NEWEMPST, PSU, PWGT, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFC39_MONTH,2014-04APR,"PUFC39_MONTH, PUFC29_MONTH","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, J12C09_GRADE, J12C11COURSE, J12C11_GRADTECH, NEWEMPST, PSU, PWGT, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFC39_MONTH,2014-07JUL,"PUFC39_MONTH, PUFC29_MONTH","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, J12C09_GRADE, J12C11COURSE, J12C11_GRADTECH, NEWEMPST, PSU, PWGT, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFC39_MONTH,2014-10OCT,"PUFC39_MONTH, PUFC29_MONTH","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, J12C09_GRADE, J12C11COURSE, J12C11_GRADTECH, NEWEMPST, PSU, PWGT, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFC39_MONTH,2015-01JAN,"PUFC39_MONTH, PUFC29_MONTH","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, J12C09_GRADE, J12C11COURSE, J12C11_GRADTECH, NEWEMPST, PSU, PWGT, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFC39_MONTH,2015-04APR,"PUFC39_MONTH, PUFC29_MONTH","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, J12C09_GRADE, J12C11COURSE, J12C11_GRADTECH, NEWEMPST, PSU, PWGT, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFC39_MONTH,2015-07JUL,"PUFC39_MONTH, PUFC29_MONTH","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, J12C09_GRADE, J12C11COURSE, J12C11_GRADTECH, NEWEMPST, PSU, PWGT, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFC39_MONTH,2015-10OCT,"PUFC39_MONTH, PUFC29_MONTH","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, J12C09_GRADE, J12C11COURSE, J12C11_GRADTECH, NEWEMPST, PSU, PWGT, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFC39_MONTH,2016-01JAN,"PUFC39_MONTH, PUFC29_MONTH","A02_CSCH, A03_JOBS, A04_THRS, A05_R48H, A06_LLKW, A07_WLNG, A08_PQTR, A09_PQKB, C05_REL, C06_SEX, C07_AGE, C08_MS, C09_GRD, C101_LNO, C10_CNWR, C13_WORK, C14_JOB, C16_PROC, C18_PKB, C19PCLAS, C20_NTEM, C21_PWHR, C22_PHRS, C23_PWMR, C24_PLAW, C25_PFWK, C26_PBIS, C27_PBSC, C28_OJOB, C36_OBIC, C37_AVIL, C38_LOKW, C39_JBSM, C40_WKS, C41_FLWK, C42_WYNT, C43_LBEF, C45_POCC, CEMPST1, HHNUM, J01_USOC, J02_OTOC, J03_OKB, J04_OCLS, J05_OHRS, J06_OBIS, J12C09_GRADE, J12C11COURSE, J12C11_GRADTECH, NEWEMPST, PSU, PWGT, REG, STRATUM, SVYMO, SVYYR, URB2K70"
PUFC39_MONTH,2016-04APR,"PUFC39_MONTH, PUFC29_MONTH","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CURSCH, PUFC09_GRADTECH, PUFC10_CONWR, PUFC11_WORK, PUFC12_JOB, PUFC14_PROCC, PUFC16_PKB, PUFC17_NATEM, PUFC18_PNWHRS, PUFC19_PHOURS, PUFC20_PWMORE, PUFC21_PLADDW, PUFC22_PFWRK, PUFC23_PCLASS, PUFC24_PBASIS, PUFC25_PBASIC, PUFC26_OJOB, PUFC27_NJOBS, PUFC28_THOURS, PUFC29_WWM48H, PUFC30_LOOKW, PUFC31_FLWRK, PUFC32_JOBSM, PUFC33_WEEKS, PUFC34_WYNOT, PUFC35_LTLOOKW, PUFC36_AVAIL, PUFC37_WILLING, PUFC38_PREVJOB, PUFC40_POCC, PUFC41_WQTR, PUFC43_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPRRCD, PUFPRV, PUFPSU, PUFPWGTFIN, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2K10"
PUFC39_MONTH,2016-07JUL,"PUFC39_MONTH, PUFC29_MONTH","PUFC01_LNO, PUFC03_REL, PUFC04_SEX, PUFC05_AGE, PUFC06_MSTAT, PUFC07_GRADE, PUFC08_CURSCH, PUFC09_GRADTECH, PUFC10_CONWR, PUFC11_WORK, PUFC12_JOB, PUFC14_PROCC, PUFC16_PKB, PUFC17_NATEM, PUFC18_PNWHRS, PUFC19_PHOURS, PUFC20_PWMORE, PUFC21_PLADDW, PUFC22_PFWRK, PUFC23_PCLASS, PUFC24_PBASIS, PUFC25_PBASIC, PUFC26_OJOB, PUFC27_NJOBS, PUFC28_THOURS, PUFC29_WWM48H, PUFC30_LOOKW, PUFC31_FLWRK, PUFC32_JOBSM, PUFC33_WEEKS, PUFC34_WYNOT, PUFC35_LTLOOKW, PUFC36_AVAIL, PUFC37_WILLING, PUFC38_PREVJOB, PUFC40_POCC, PUFC41_WQTR, PUFC43_QKB, PUFHHNUM, PUFHHSIZE, PUFNEWEMPSTAT, PUFPRRCD, PUFPRV, PUFPSU, PUFPWGTFIN, PUFREG, PUFRPL, PUFSVYMO, PUFSVYYR, PUFURB2K10"
